CVR,Organisationsnavn,Note,Hjemmeside,Kategorier v. metodeworkshop,Privat vandværk,Rådgiver,Producent/Leverandør,Vand,Klimatilpasning,"Affald, ressourcer & materialer",Luft,Natur,Aktørgruppe,  Vand i rør 💧,"Jord, Vand og Natur 🌎 ",Klimatilpasning 🌊,Luft 💨,Materialer og Ressourcer ♻️,Status,Type,Type forkortelse,Antal ansatte,Antal ansatte (interval),Brachekode,Branche,Formål,Adresse,By,Kommune,Postnummer,Region,Land,Latitude,Longitude,Kilde,Metode
41214902,AVK Smart Water A/S,,https://www.avkventiler.dk/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),"Vandforsyning → SRO, sensorer, flowmålere og digitale løsninger tilknyttet vandforsyning;
Spildevandsbehandling → Tanke og rørføring til spildevanddistribution og lagring",,,,,NORMAL,Aktieselskab,A/S,,,265100,"Fremstilling af udstyr til måling, afprøvning, navigation og kontrol",Selskabet har til formål at udvikle smart water-løsninger til AVK-koncernen og anden i forbindelse hermed relaterede virksomhed.,"Ursusvej 15B, 8464 Skovby",Galten,Skanderborg,8464,Region Midtjylland,Danmark,56.153299,9.957014,CLEAN kortlægning af vandteknologi,Opslag
31586135,AVN HYDRAULIK A/S,,https://www.avn.dk/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),"Vandforsyning → Tanke og rørføring til vanddistribution og lagring;
Spildevandsbehandling → Tanke og rørføring til spildevanddistribution og lagring",,,,,NORMAL,Aktieselskab,A/S,73,50-99,281200,Fremstilling af hydraulisk udstyr,Selskabets formål er at drive handel og industri.,"Dalager 5, 2605 Brøndby",Brøndby,Brøndby,2605,Region Hovedstaden,Danmark,55.64492,12.386672,TI - MT patenter,Søgning
19564428,Avnbøl-Ullerup Vandværk a.m.b.a,,www.avnbol-ullerup-vand.dk,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,4,02-apr,360000,Vandforsyning,,"Philipsborgvej 1A, 6400 Sønderborg",Sønderborg,Sønderborg,6400,Region Syddanmark,Danmark,54.963324,9.662147,Lasso X Branchekodeudtræk,Opslag
45227359,AVNSBJERG VANDVÆRK I/S,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"c/o Irene Hofmann, Toften 11, 7323 Kollemorten",Give,Vejle,7323,Region Syddanmark,Danmark,55.864218,9.367264,Lasso X Branchekodeudtræk,Opslag
12881916,AVNSLEV VANDVÆRK,,www.aunslevvand.dk,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,1,01-jan,360000,Vandforsyning,,"c/o Finn Thomsen, Toftevænget 13, 5800 Nyborg",Nyborg,Nyborg,5800,Region Syddanmark,Danmark,55.354903,10.730155,Lasso X Branchekodeudtræk,Opslag
37941131,Awell ApS,,https://awell.dk/,Kernen,,1,1,1,,,,,"Vandindustrien (Vand i rør);
Rådgivere (Vand i rør)",Vandforsyning → Vandforsyningsboring,,,,,NORMAL,Anpartsselskab,APS,16,okt-19,439990,"Anden bygge- og anlægsvirksomhed, som kræver specialisering","Virksomhedens formål er at udøve brøndborer- og entreprenørvirksomhed samt handel, fabrikation og finansiering.","Ellevej 7, 3670 Østrup",Veksø Sjælland,Roskilde,3670,Region Sjælland,Danmark,55.734471,12.210026,Danske Vandværker leverandørliste,Opslag
20557699,AXFLOW A/S,,https://www.axflow.com/,Kernen,,,1,1,,,1,,"Luftindustrien (luft);
Vandindustrien (Vand i rør)",Spildevandsbehandling → Rensningsløsninger til offentlige spildevandsanlæg og industri,,,"Emisioner fra øvrig industri → Rensningsteknologier, filtrering og ventilation",,NORMAL,Aktieselskab,A/S,20,20-49,466900,Engroshandel med andre maskiner og andet udstyr,Selskabets formål er at drive handel og industri.,"Kong Svends Vej 65A, 2765 Smørum",Smørum,Egedal,2765,Region Hovedstaden,Danmark,55.745411,12.284355,CLEAN kortlægning af vandteknologi,Opslag
42040312,B2W Recycling ApS,,https://www.b2w-recycling.com/,Kernen,,,,,,1,,,Genvindingsindustrien (Materialer og ressourcer),,,,,Mekanisk genanvendelse,NORMAL,Anpartsselskab,APS,,,382120,Bortskaffelse af affald med energiproduktion,"Selskabets formål er at drive virksomhed med genbrug af gummi og plastik samt andre affaldsprodukter fra husholdninger, landbrug og industri til nye sekundærråstoffer. Selskabet bedriver import, export, produktion, salg og marketing, forskning og undervisning, produktion af maskiner og anlæg, etablering, byggeri og drift af maskiner og anlæg, udlejning og leasing af maskiner og anlæg, indsamling og forarbejdning af affaldsprodukter fra husholdninger, landbrug og industri og salg af heraf resulterende sekundærråstoffer i indog udland, køb og salg og udlejning af ejendomme og tekniske indretninger","Strandvej 115B, 5762 Ballen",Vester Skerninge,Svendborg,5762,Region Syddanmark,Danmark,55.039865,10.489158,Lasso X Branchekodeudtræk,Opslag
25053664,BABCOCK & WILCOX A/S,,https://www.babcock.com/,Kernen,,,1,,,,1,,Luftindustrien (luft),,,,"Emisioner fra øvrig industri → Rensningsteknologier, filtrering og ventilation;
Emisioner fra energiproduktion (biogasanlæg, affaldsforbrændigsanlæg, halm-fyrret anlæg m.v.) → Rensningsteknologier og filtr...;
Emisioner fra øvrig industri → Måle og sensorløsninger;
Emisioner fra energiproduktion (biogasanlæg, affaldsforbrændigsanlæg, halm-fyrret anlæg m.v.) → Måle og sensorløsninger",,NORMAL,Aktieselskab,A/S,166,100-199,253000,Fremstilling af dampkedler undtagen centralvarmekedler,"Selskabets formål er design, ingeniørvirksomhed, køb, salg, distribution, import, eksport, produktion, samling, konstruktion, forsyning, vedligeholdelse, reparation, opstart og genopbygning af kedler, tilhørende kedeludstyr og miljøkontrolleringsudstyr, reservedele, komponenter og tilsvarende produkter, samt hermed beslægtet virksomhed. Selskabets formål er herudover koordinering og styring af egne og andre entreprenørers leverancer samt drift og vedligeholdelse af anlæg. Det er endvidere selskabets formål at eje og udleje fast ejendom samt hermed beslægtet virksomhed.","Falkevej 2, 6705 Esbjerg Ø",Esbjerg Ø,Esbjerg,6705,Region Syddanmark,Danmark,55.488976,8.463693,CLEAN medlem,Opslag
40369740,BAC Corrosion Control Denmark A/S,,https://www.bacbera.dk/,Kernen,,,1,,,1,,,Producenter og leverandører (Materialer og ressourcer),,,,,Diverse serviceløsninger → Reperation/forlængelse af produkters levetid,NORMAL,Aktieselskab,A/S,50,50-99,245300,Støbning af letmetalprodukter,"Virksomhedens formål er at drive industrivirksomhed, fabrikation og handel med anoder og dermed beslægtet virksomhed.","Færøvej 7, 4681 Herfølge",Herfølge,Køge,4681,Region Sjælland,Danmark,55.428184,12.149814,TI - MT patenter,Søgning
25808274,BACESS A/S,,https://bacess.dk/,Kernen,,,1,1,,1,1,,"Luftindustrien (luft);
Vandindustrien (Vand i rør);
Producenter og leverandører (Materialer og ressourcer)",Spildevandsbehandling → Løsninger til energi- og ressourceproduktion,,,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner → Ventilation, rensningsteknologier og filtrering","Genanvendelsesløsninger → Mekaniske genanvendelsesløsninger til nedbrydning, sortering og/eller oparbejdning af materialer",NORMAL,Aktieselskab,A/S,,0-0,282500,Fremstilling af køle- og ventilationsanlæg (til industriel brug),"Selskabets formål er at sælge og udvikle rensningssystemer, herunder luftrensningsanlæg","c/o Jørgen Løgstrup, Jægersborgvej 1, 9520 Fræer Purker",Skørping,Rebild,9520,Region Nordjylland,Danmark,56.832986,9.896545,MUDP bevillinger 2012-2021,Søgning
10550335,BACKLUND ApS,,https://backlund.dk/,Kernen,,1,1,1,,,,1,"Vandindustrien (Vand i rør);
Rådgivere (Vand i rør);
Rådgivere (Jord, Vand og Natur)","Vandforbrug (forbruger) → Vandbesparende og recirkluerende løsnigner rettet forbrugeren;
Spildevandsbehandling → Rensningsløsninger til private husstande;
Vandforbrug (forbruger)",Jord,,,,NORMAL,Anpartsselskab,APS,1,01-jan,461400,"Agenturhandel med maskiner, teknisk udstyr, skibe og flyvemaskiner",Selskabets formål er at drive virksomhed ved handel og financiering samt dermed beslægtet virksomhed særligt ved agenturer efter direktionens skøn,"Holmebjerg 21, 2950 Trørød",Vedbæk,Rudersdal,2950,Region Hovedstaden,Danmark,55.8408,12.543359,Rekrutteringsliste til CLEAN SMV Communities,Opslag
24231712,BactiQuant A/S,,https://bactiquant.com/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),"Spildevandsbehandling → Rensningsløsninger til akvakultur;
Vandforsyning → SRO, sensorer, flowmålere og digitale løsninger tilknyttet vandforsyning",,,,,NORMAL,Aktieselskab,A/S,22,20-49,721900,Anden forskning og eksperimentel udvikling inden for naturvidenskab og teknik,"Selskabets formål er at drive virksomhed med fremstilling og salg af mikrobiologiske metoder til måling af mikrobiel kontaminering, og dermed beslægtet virksomhed.","Blokken 75, 3460 Birkerød",Birkerød,Rudersdal,3460,Region Hovedstaden,Danmark,55.83778,12.398942,Inno-MT medlemmer,Opslag
31752469,BADELEMENT A/S,,https://badelement.dk/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),Vandforbrug (forbruger) → Vandbesparende og recirkluerende løsnigner rettet forbrugeren,,,,,NORMAL,Aktieselskab,A/S,53,50-99,467310,"Engroshandel med træ, trælast og byggematerialer","Selskabets formål er at udøve handelsvirksomhed, herunder import og eksport samt anden hermed beslægtet virksomhed.","Levysgade 14 st., 8700 Horsens",Horsens,Horsens,8700,Region Midtjylland,Danmark,55.862574,9.843876,DI medlemsforening: Bygningsentreprenørsektionen,Søgning
35662952,Bakkebølle Strand Vandværk A.M.B.A.,,www.bbstrandvand.dk,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,1,01-jan,360000,Vandforsyning,,"c/o Peder Lundgaard, Abrikosvej 16, 4760 Vordingborg",Vordingborg,Vordingborg,4760,Region Sjælland,Danmark,54.975754,11.987597,Lasso X Branchekodeudtræk,Opslag
76769117,BAKKEGAARD RECYCLING A/S,,https://www.bakkegaard-as.dk/,Kernen,,,,,,1,,,Genvindingsindustrien (Materialer og ressourcer),,,,,Mekanisk genanvendelse,NORMAL,Aktieselskab,A/S,8,05-sep,382110,Behandling og bortskaffelse af ikke-farligt affald,"Selskabets formål er at drive industri, handel og håndværk","Europavej 24, 7000 Taulov",Fredericia,Fredericia,7000,Region Syddanmark,Danmark,55.545229,9.642857,MST Digital MiljøAdministration,Opslag
35468463,BALLAST WATER MONITORING A/S,,https://www.bw-monitor.com/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),"Spildevandsbehandling → SRO, sensorer, flowmålere, og digitale løsninger tilknyttet renseanlæg",,,,,NORMAL,Aktieselskab,A/S,2,02-apr,620200,Konsulentbistand vedrørende informationsteknologi,"Selskabets formål er - direkte eller via besiddelse af kapitalandele i andre selskaber - at drive udviklings- og produktionsvirksomhed, samt anden virksomhed, der efter bestyrelsens skøn er forbundet hermed.","Nymøllevej 50, 2800 Kongens Lyngby",Kongens Lyngby,Lyngby-Taarbæk,2800,Region Hovedstaden,Danmark,55.800575,12.517952,DI medlemsforening: Danske Maritime,Søgning
55502617,Balle Vandværk,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Ophørt,Forening,FOR,,,360000,Vandforsyning,,"c/o Karen Møller, Ballevej 23, 4735 Mern",Mern,Vordingborg,4735,Region Sjælland,Danmark,55.030622,12.109548,Lasso X Branchekodeudtræk,Opslag
33557396,Balle Vandværk A.m.b.a,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,,,360000,Vandforsyning,,"Drammelstrupvej 39B, 8300 Balle",Odder,Odder,8300,Region Midtjylland,Danmark,55.998222,10.111365,Lasso X Branchekodeudtræk,Opslag
34794820,Balle Vandværk A.m.b.a.,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,3,02-apr,360000,Vandforsyning,,"Balle Skovvej 2A, 8444 Balle",Balle,Syddjurs,8444,Region Midtjylland,Danmark,56.315305,10.806937,Lasso X Branchekodeudtræk,Opslag
13041512,Ballum Vandværk,,ballumvand.dk,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,6,05-sep,360000,Vandforsyning,,"c/o Sven Gaarde, Byvej 54A, 6261 Bredebro",Bredebro,Tønder,6261,Region Syddanmark,Danmark,55.076017,8.670316,Lasso X Branchekodeudtræk,Opslag
47930928,BALSLEV VANDVÆRK,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"c/o Arne Eriksen, Granlyvej 24, 5592 Balslev",Ejby,Middelfart,5592,Region Syddanmark,Danmark,55.422798,9.894457,Lasso X Branchekodeudtræk,Opslag
17346911,BANDHOLM VANDVÆRK,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,3,02-apr,360000,Vandforsyning,,"c/o Hanne Rasmussen, Lindstrømsvej 47, 4941 Bandholm",Bandholm,Lolland,4941,Region Sjælland,Danmark,54.836774,11.474844,Lasso X Branchekodeudtræk,Opslag
26618622,BANG & BEENFELDT A/S,,https://bangbeen.dk/,Rådgivere,,1,,,1,,1,,"Rådgivere (Klimatilpasning);
Rådgivere (luft)",,,Klimatilpasning i byer,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner",,NORMAL,Aktieselskab,A/S,62,50-99,711210,Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder,"Selskabets formål er at drive rådgivende ingeniørvirksomhed indenfor bygge- og anlægssektoren samt investering, herunder investering i fast ejendom.","Langebrogade 6E 5., 1411 København K",København K,København,1411,Region Hovedstaden,Danmark,55.670286,12.585267,Manuel tilføjelse,Opslag
33363257,BANGSGAARD & PALUDAN ApS,,https://bangsgaardogpaludan.dk/,Kernen,,1,,,1,,,1,"Rådgivere (Klimatilpasning);
Rådgivere (Jord, Vand og Natur)",,"Brak-, fersk- og Havvand;
Natur",Klimatilpasning i det åbne land,,,NORMAL,Anpartsselskab,APS,12,okt-19,749090,"Andre liberale, videnskabelige og tekniske tjenesteydelser i.a.n.",Selskabets formål er natur- og miljørådgivning og beslægtede områder samt andre dermed efter direktionens skøn beslægtede formål.,"Sanderumvej 16B, 5250 Sanderum",Odense SV,Odense,5250,Region Syddanmark,Danmark,55.366952,10.352846,Rekrutteringsliste til CLEAN SMV Communities,Opslag
35432302,Barde Vandværk AMBA,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,2,02-apr,360000,Vandforsyning,,"Baunealle 4, 6920 Videbæk",Videbæk,Ringkøbing-Skjern,6920,Region Midtjylland,Danmark,56.099429,8.699982,Lasso X Branchekodeudtræk,Opslag
29487251,BARRIT STATIONSBYS VANDVÆRK ANDELSSELSKAB,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"Surmosevej 1, 7150 Breth",Barrit,Hedensted,7150,Region Midtjylland,Danmark,55.738875,9.896853,Lasso X Branchekodeudtræk,Opslag
39232995,Barritskovby Vandværk I/S,,www.barritskovbyvandvaerk.dk,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Interessentskab,I/S,1,01-jan,360000,Vandforsyning,,"c/o Jonas Nielsen, Barrit Langgade 168, 7150 Barrit",Barrit,Hedensted,7150,Region Midtjylland,Danmark,55.706559,9.905327,Lasso X Branchekodeudtræk,Opslag
34632839,Barsø Vandværk A.m.b.a,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,,,360000,Vandforsyning,,"c/o Bjarne Carstensen, Skarrevvej 84, 6200 Aabenraa",Aabenraa,Aabenraa,6200,Region Syddanmark,Danmark,55.060524,9.489584,Lasso X Branchekodeudtræk,Opslag
17412612,BASF A/S,,http://www.basf.dk,Store virksomheder (vægtes),,,,,,1,,,Genvindingsindustrien (Materialer og ressourcer),,,,,Kemisk genanvendelse,NORMAL,Aktieselskab,A/S,240,200-499,467500,Engroshandel med kemiske produkter,"Selskabets formål er at drive handel og industri samt al virksomhed, som efter bestyrelsens skøn er beslægtet hermed.","Kalvebod Brygge 45 1., 1560 København V",København V,København,1560,Region Hovedstaden,Danmark,55.664988,12.566465,Dansk Materiale Netværk: PlastNet,Søgning
21492337,BASOLITH A/S,,https://basolith.com/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),"Vandforbrug (forbruger) → Vandbesparende og recirkluerende løsnigner rettet forbrugeren;
Spildevandsbehandling → Rensningsløsninger til offentlige spildevandsanlæg og industri",,,,,NORMAL,Aktieselskab,A/S,2,02-apr,332000,Installation af industrimaskiner og -udstyr,Selskabets formål er at drive håndværks- og entreprenørvirksomhed.,"Spånnebæk 12, 4300 Holbæk",Holbæk,Holbæk,4300,Region Sjælland,Danmark,55.705346,11.712365,DI medlemsforening: DI fremstillingsindustrien,Opslag
30128826,Baunehøj Vandværk AMBA,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,4,02-apr,360000,Vandforsyning,,"c/o Lone Maack, Frederiksværkvej 59, 3200 Skærød",Helsinge,Gribskov,3200,Region Hovedstaden,Danmark,56.014411,12.151352,Lasso X Branchekodeudtræk,Opslag
17223097,Baunens Vandværk,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"c/o Kaj Mikkelsen, Brandstrup Søvej 15, 8840 Rødkærsbro",Rødkærsbro,Viborg,8840,Region Midtjylland,Danmark,56.368363,9.51897,Lasso X Branchekodeudtræk,Opslag
34053499,BAWAT A/S,,https://www.bawat.com/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),Spildevandsbehandling → Rensningsløsninger til offentlige spildevandsanlæg og industri,,,,,NORMAL,Aktieselskab,A/S,16,okt-19,370000,Opsamling og behandling af spildevand,"Selskabets formål er udvikling, produktion, markedsføring og salg af et system til behandling af ballastvand og relateret virksomhed.","Agern Alle 5A 1., 2970 Hørsholm",Hørsholm,Rudersdal,2970,Region Hovedstaden,Danmark,55.871266,12.49322,CLEAN SMVer fra rekrutteringskampange,Opslag
42296899,Bawat Technology Services ApS,,https://www.bawat.com/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),Spildevandsbehandling → Rensningsløsninger til offentlige spildevandsanlæg og industri,,,,,NORMAL,Anpartsselskab,APS,,,370000,Opsamling og behandling af spildevand,Selskabets formål er udøve erhvervsvirksomhed ved salg af systemer til behandling af ballastvand samt dermed beslægtet virksomhed.,"Agern Alle 5A 1., 2970 Hørsholm",Hørsholm,Rudersdal,2970,Region Hovedstaden,Danmark,55.871266,12.49322,Lasso X Branchekodeudtræk,Opslag
16114472,BBK BIO AIRCLEAN A/S,,https://bbk.dk/,Kernen,,1,1,,,,1,,"Luftindustrien (luft);
Rådgivere (luft)",,,,"Emisioner fra øvrig industri → Rensningsteknologier, filtrering og ventilation;
Emisioner fra energiproduktion (biogasanlæg, affaldsforbrændigsanlæg, halm-fyrret anlæg m.v.) → Rensningsteknologier og filtr...;
Emissioner fra landbrug → Rensningsteknologier, filtrering og ventilation",,NORMAL,Aktieselskab,A/S,6,05-sep,282500,Fremstilling af køle- og ventilationsanlæg (til industriel brug),"Selskabets formål er produktion, handel, investering og financiering","Linnerupvej 5, 7160 Hjortsvang",Tørring,Hedensted,7160,Region Midtjylland,Danmark,55.890873,9.496883,Inno-MT medlemmer,Opslag
84099414,BEDSTED LØ ANDELSVANDVÆRK,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,2,02-apr,360000,Vandforsyning,,"c/o Karen Møller, Visbjergvej 53, 6240 Øster Terp",Løgumkloster,Tønder,6240,Region Syddanmark,Danmark,55.066971,9.091151,Lasso X Branchekodeudtræk,Opslag
39278006,Bedsted Vandværk I/S,,www.bedstedvand.dk,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Interessentskab,I/S,1,01-jan,360000,Vandforsyning,,"c/o Martin Nystrup Andersen, Møllebakken 21, 7700 Thisted",Thisted,Thisted,7700,Region Nordjylland,Danmark,57.041103,8.500785,Lasso X Branchekodeudtræk,Opslag
49073968,Begtrup Vandværk,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"c/o Bent Danielsen, Skovgårdevej 28, 8420 Vrinners",Knebel,Syddjurs,8420,Region Midtjylland,Danmark,56.245719,10.500657,Lasso X Branchekodeudtræk,Opslag
28053819,BEGTRUP VIG VANDVÆRK,,www.begtrupvigvand.dk,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,4,02-apr,360000,Vandforsyning,,"c/o Mogens Varsted, Asylvej 19, 8420 Thorup",Knebel,Syddjurs,8420,Region Midtjylland,Danmark,56.184388,10.470782,Lasso X Branchekodeudtræk,Opslag
46342852,BEJSTRUP VANDVÆRK,,www.bejstrupvand.dk,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"c/o Jens Otto Kold, Bejstrupvej 128, 9690 Fjerritslev",Fjerritslev,Jammerbugt,9690,Region Nordjylland,Danmark,57.042014,9.339222,Lasso X Branchekodeudtræk,Opslag
38212230,Bellinge Vandforsyning a.m.b.a.,,www.bellinge-vv.dk,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,5,05-sep,360000,Vandforsyning,,"Elmegårdsvej 81, 5250 Odense SV",Odense SV,Odense,5250,Region Syddanmark,Danmark,55.339056,10.324674,Lasso X Branchekodeudtræk,Opslag
